"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","wine.type"
"2503",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,"white"
"2504",6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,"white"
"2505",9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,"white"
"2506",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,"white"
"2507",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,"white"
"2508",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,"white"
"2509",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,"white"
"2510",9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,"white"
"2511",9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,"white"
"2512",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,"white"
"2513",9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,"white"
"2514",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,"white"
"2515",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,"white"
"2516",5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,"white"
"2517",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,"white"
"2518",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,"white"
"2519",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,"white"
"2520",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,"white"
"2521",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,"white"
"2522",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,"white"
"2523",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,"white"
"2524",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,"white"
"2525",8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,"white"
"2526",9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,"white"
"2527",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,"white"
"2528",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,"white"
"2529",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,"white"
"2530",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,"white"
"2531",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,"white"
"2532",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,"white"
"2533",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,"white"
"2534",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,"white"
"2535",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,"white"
"2536",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,"white"
"2537",12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,"white"
"2538",7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,"white"
"2539",6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,"white"
"2540",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,"white"
"2541",9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,"white"
"2542",10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,"white"
"2543",9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,"white"
"2544",8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,"white"
"2545",10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,"white"
"2546",10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,"white"
"2547",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,"white"
"2548",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,"white"
"2549",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,"white"
"2550",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,"white"
"2551",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,"white"
"2552",8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,"white"
"2553",10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,"white"
"2554",7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6,"white"
"2555",8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,"white"
"2556",9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,"white"
"2557",9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,"white"
"2558",6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,"white"
"2559",8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5,"white"
"2560",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,"white"
"2561",7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,"white"
"2562",6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,"white"
"2563",8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,"white"
"2564",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,"white"
"2565",8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,"white"
"2566",9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,"white"
"2567",8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,"white"
"2568",9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,"white"
"2569",6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,"white"
"2570",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,"white"
"2571",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,"white"
"2572",10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,"white"
"2573",8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,"white"
"2574",8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,"white"
"2575",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,"white"
"2576",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,"white"
"2577",8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,"white"
"2578",7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,"white"
"2579",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,"white"
"2580",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,"white"
"2581",9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,"white"
"2582",7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,"white"
"2583",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,"white"
"2584",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,"white"
"2585",7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,"white"
"2586",9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,"white"
"2587",7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,"white"
"2588",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,"white"
"2589",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,"white"
"2590",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,"white"
"2591",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,"white"
"2592",6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6,"white"
"2593",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,"white"
"2594",10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5,"white"
"2595",7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,"white"
"2596",5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,"white"
"2597",5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,"white"
"2598",8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,"white"
"2599",6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,"white"
"2600",7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,"white"
"2601",9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,"white"
"2602",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,"white"
"2603",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,"white"
"2604",8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,"white"
"2605",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,"white"
"2606",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,"white"
"2607",9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,"white"
"2608",8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,"white"
"2609",9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5,"white"
"2610",8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,"white"
"2611",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,"white"
"2612",7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5,"white"
"2613",7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,"white"
"2614",8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,"white"
"2615",10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6,"white"
"2616",8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,"white"
"2617",8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,"white"
"2618",8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,"white"
"2619",7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,"white"
"2620",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,"white"
"2621",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,"white"
"2622",7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,"white"
"2623",8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,"white"
"2624",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,"white"
"2625",8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,"white"
"2626",7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,"white"
"2627",6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5,"white"
"2628",7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,"white"
"2629",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,"white"
"2630",7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,"white"
"2631",7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,"white"
"2632",8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,"white"
"2633",7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,"white"
"2634",8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,"white"
"2635",10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,"white"
"2636",7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,"white"
"2637",7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5,"white"
"2638",8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,"white"
"2639",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,"white"
"2640",7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5,"white"
"2641",6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,"white"
"2642",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,"white"
"2643",9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7,"white"
"2644",6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,"white"
"2645",6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,"white"
"2646",7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,"white"
"2647",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,"white"
"2648",9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6,"white"
"2649",9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,"white"
"2650",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,"white"
"2651",8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,"white"
"2652",5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5,"white"
"2653",8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,"white"
"2654",8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,"white"
"2655",8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,"white"
"2656",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,"white"
"2657",7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,"white"
"2658",9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,"white"
"2659",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,"white"
"2660",11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6,"white"
"2661",9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,"white"
"2662",8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6,"white"
"2663",10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,"white"
"2664",8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,"white"
"2665",7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,"white"
"2666",6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,"white"
"2667",11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,"white"
"2668",11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,"white"
"2669",8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,"white"
"2670",9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,"white"
"2671",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,"white"
"2672",7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6,"white"
"2673",8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,"white"
"2674",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,"white"
"2675",9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,"white"
"2676",9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6,"white"
"2677",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,"white"
"2678",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,"white"
"2679",7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7,"white"
"2680",10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6,"white"
"2681",7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,"white"
"2682",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,"white"
"2683",8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,"white"
"2684",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,"white"
"2685",6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5,"white"
"2686",8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,"white"
"2687",7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,"white"
"2688",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,"white"
"2689",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,"white"
"2690",10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,"white"
"2691",7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,"white"
"2692",7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,"white"
"2693",9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7,"white"
"2694",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,"white"
"2695",9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,5,"white"
"2696",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,"white"
"2697",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,"white"
"2698",8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7,"white"
"2699",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,"white"
"2700",8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,"white"
"2701",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,"white"
"2702",6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6,"white"
"2703",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,"white"
"2704",8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,"white"
"2705",6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5,"white"
"2706",8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6,"white"
"2707",9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,"white"
"2708",8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5,"white"
"2709",10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6,"white"
"2710",8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,"white"
"2711",5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7,"white"
"2712",7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,"white"
"2713",8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6,"white"
"2714",5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6,"white"
"2715",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,"white"
"2716",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,"white"
"2717",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,"white"
"2718",7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,"white"
"2719",5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5,"white"
"2720",7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,"white"
"2721",6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6,"white"
"2722",6.3,0.47,0,1.4,0.055,27,33,0.9922,3.45,0.48,12.3,6,"white"
"2723",10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6,"white"
"2724",6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4,"white"
"2725",8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,"white"
"2726",5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6,"white"
"2727",6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6,"white"
"2728",10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5,"white"
"2729",10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6,"white"
"2730",9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6,"white"
"2731",5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,"white"
"2732",7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7,"white"
"2733",7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,"white"
"2734",8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,"white"
"2735",8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6,"white"
"2736",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,"white"
"2737",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,"white"
"2738",7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5,"white"
"2739",8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,"white"
"2740",7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,"white"
"2741",8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6,"white"
"2742",6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,"white"
"2743",7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,"white"
"2744",7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5,"white"
"2745",8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6,"white"
"2746",7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,"white"
"2747",10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7,"white"
"2748",7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,"white"
"2749",10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12,6,"white"
"2750",8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,7,"white"
"2751",6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,"white"
"2752",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,"white"
"2753",9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6,"white"
"2754",6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6,"white"
"2755",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,"white"
"2756",8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,"white"
"2757",5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7,"white"
"2758",6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6,"white"
"2759",10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5,"white"
"2760",10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7,"white"
"2761",8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6,"white"
"2762",8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,"white"
"2763",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,"white"
"2764",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,"white"
"2765",8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5,"white"
"2766",9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5,"white"
"2767",8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7,"white"
"2768",6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6,"white"
"2769",7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,"white"
"2770",9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6,"white"
"2771",7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,"white"
"2772",9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,"white"
"2773",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,"white"
"2774",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,"white"
"2775",6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,"white"
"2776",6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,"white"
"2777",7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,"white"
"2778",5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,"white"
"2779",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,"white"
